,name,url,wins,losses,draws,height,weight,division,reach,stance,dob,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
1483,Shane Nelson,http://www.fightmetric.com/fighter-details/2db7fa8db6bc9632,15,5,0,"5' 9""",155 lbs.,Lightweight,"70""",Southpaw,"Nov 29, 1984",1.38,31%,2.84,61%,1.31,18%,54%,1.6
1484,Antonio Braga,http://www.fightmetric.com/fighter-details/fae67903c4fe636b,9,2,0,"6' 3""",185 lbs.,Middleweight,"77""",Orthodox,"Oct 29, 1987",1.30,46%,2.67,53%,3.56,36%,0%,0.9
1485,Mario Neto,http://www.fightmetric.com/fighter-details/1209b5134401ca53,11,5,0,"6' 0""",229 lbs.,Heavyweight,--,Orthodox,--,1.89,50%,1.89,70%,2.84,100%,0%,0.0
1486,Carlos Newton,http://www.fightmetric.com/fighter-details/952f6fa06f25a0ec,16,14,0,"5' 9""",170 lbs.,Welterweight,--,Orthodox,"Aug 17, 1976",0.65,41%,1.55,44%,2.47,70%,43%,0.9
1487,Jeff Newton,http://www.fightmetric.com/fighter-details/94609dd91731d428,4,2,0,"6' 2""",205 lbs.,Light Heavyweight,--,Sideways,"Dec 11, 1966",0.28,20%,1.41,52%,0.00,0%,0%,8.5
1488,Mike Nickels,http://www.fightmetric.com/fighter-details/330ec26453c44a59,9,5,0,"6' 4""",205 lbs.,Light Heavyweight,--,Orthodox,"Dec 13, 1971",4.44,52%,1.11,64%,11.11,80%,0%,2.8
1489,Tom Niinimaki,http://www.fightmetric.com/fighter-details/5fceb45939fc0c8a,21,7,1,"5' 9""",145 lbs.,Featherweight,"69""",Orthodox,"Jul 25, 1982",1.15,59%,1.01,60%,4.12,46%,25%,0.7
1490,Ramsey Nijem,http://www.fightmetric.com/fighter-details/22aa91e402d0fe1f,10,5,0,"5' 11""",155 lbs.,Lightweight,"75""",Orthodox,"Apr 01, 1988",3.29,44%,1.68,64%,5.17,57%,33%,1.3
1491,Hans Nijman,http://www.fightmetric.com/fighter-details/4956f60b7fa57c1a,9,6,0,"6' 0""",250 lbs.,Heavyweight,--,Switch,"Oct 23, 1959",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1492,Jack Nilson,http://www.fightmetric.com/fighter-details/53e533db1b8e9712,2,6,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1493,Mats Nilsson,http://www.fightmetric.com/fighter-details/a9bcf8717dd12532,11,3,1,"6' 1""",170 lbs.,Welterweight,--,Orthodox,"Dec 05, 1983",5.68,44%,10.23,61%,0.00,0%,0%,0.0
1494,Guangyou Ning,http://www.fightmetric.com/fighter-details/2c1170b825f58e57,5,2,1,"5' 4""",145 lbs.,Featherweight,"64""",Southpaw,"Dec 15, 1981",2.07,34%,1.40,73%,2.00,66%,75%,1.0
1495,Soichi Nishida,http://www.fightmetric.com/fighter-details/6810d8d2dd557cf9,5,10,1,"5' 11""",320 lbs.,Super Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1496,Yosuke Nishijima,http://www.fightmetric.com/fighter-details/5cde96e0a1a1fffe,0,5,0,"5' 9""",205 lbs.,Light Heavyweight,--,Orthodox,"May 15, 1973",1.72,37%,5.59,56%,0.00,0%,0%,0.0
1497,Akiyo Nishiura,http://www.fightmetric.com/fighter-details/6c9383ffab2725a5,11,7,1,"5' 8""",139 lbs.,Featherweight,--,Southpaw,"Aug 08, 1983",1.59,57%,1.26,57%,0.00,0%,52%,0.4
1498,Anthony Njokuani,http://www.fightmetric.com/fighter-details/6bf5a7d3e081ade2,16,9,0,"6' 1""",155 lbs.,Lightweight,"75""",Orthodox,"Mar 01, 1980",3.94,46%,2.41,65%,0.50,45%,53%,0.2
1499,Derrick Noble,http://www.fightmetric.com/fighter-details/21321cdfba797c52,26,15,1,"5' 9""",170 lbs.,Welterweight,--,Southpaw,"Aug 14, 1978",6.21,40%,3.79,59%,0.00,0%,0%,0.0
1500,Pedro Nobre,http://www.fightmetric.com/fighter-details/e983c62faf677ab2,14,1,2,"5' 5""",135 lbs.,Bantamweight,--,,"Feb 13, 1986",1.37,30%,9.16,35%,0.00,0%,0%,0.0
1501,Jacob Noe,http://www.fightmetric.com/fighter-details/9bff1b4c37ebbede,5,1,0,--,205 lbs.,Light Heavyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1502,Minotauro Nogueira,http://www.fightmetric.com/fighter-details/ee9d73f4fee9cbdd,34,9,1,"6' 3""",240 lbs.,Heavyweight,"77""",Orthodox,"Jun 02, 1976",1.87,41%,2.23,56%,1.32,32%,36%,2.5
1503,Antonio Rogerio,http://www.fightmetric.com/fighter-details/73e09f837f3b5ecc,21,6,0,"6' 2""",205 lbs.,Light Heavyweight,"75""",Southpaw,"Jun 02, 1976",2.28,33%,1.86,64%,0.79,44%,65%,0.9
1504,Alexandre Franca,http://www.fightmetric.com/fighter-details/4c27ca8c8481f79a,13,6,2,"5' 7""",145 lbs.,Featherweight,--,Orthodox,"Jan 15, 1978",0.60,20%,4.18,57%,0.00,0%,0%,0.0
1505,Kyle Noke,http://www.fightmetric.com/fighter-details/7339d340aa2889cb,20,7,1,"6' 2""",170 lbs.,Welterweight,"76""",Southpaw,"Mar 18, 1980",3.41,57%,1.88,62%,2.22,52%,68%,1.5
1506,Nick Nolte,http://www.fightmetric.com/fighter-details/d665de9b4da87c22,5,3,0,"6' 0""",170 lbs.,Welterweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1507,KJ Noons,http://www.fightmetric.com/fighter-details/b7ffa72aa148599a,12,6,0,"5' 10""",155 lbs.,Lightweight,"72""",Orthodox,"Dec 07, 1982",3.82,34%,3.82,65%,0.09,20%,70%,0.0
1508,Jan Nortje,http://www.fightmetric.com/fighter-details/bd4389b71fdc0ce2,2,6,0,"6' 1""",310 lbs.,Super Heavyweight,--,Southpaw,"Apr 11, 1975",3.32,51%,4.50,32%,0.00,0%,66%,2.9
1509,Scott Norton,http://www.fightmetric.com/fighter-details/f21a3d68fb9df387,7,1,0,"5' 10""",170 lbs.,Welterweight,--,Orthodox,"Mar 15, 1973",0.67,30%,0.34,60%,2.52,25%,0%,0.0
1510,Jonatas Novaes,http://www.fightmetric.com/fighter-details/9e8e5c529057fe60,9,3,0,"5' 11""",170 lbs.,Welterweight,--,,"Mar 02, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1511,Phillipe Nover,http://www.fightmetric.com/fighter-details/64360e618823a8e4,5,3,1,"5' 9""",155 lbs.,Lightweight,"72""",Orthodox,"Feb 03, 1984",1.35,36%,1.93,44%,0.00,0%,25%,1.9
1512,Diego Nunes,http://www.fightmetric.com/fighter-details/3a24769a4855040a,18,4,0,"5' 6""",145 lbs.,Featherweight,"67""",Orthodox,"Nov 30, 1982",2.72,43%,2.59,58%,1.18,44%,65%,0.5
1513,Amanda Nunes,http://www.fightmetric.com/fighter-details/80fa8218c99f9c58,9,4,0,"5' 8""",135 lbs.,Bantamweight,"69""",Orthodox,"May 30, 1988",3.38,44%,3.92,38%,2.72,41%,40%,0.0
1514,Khabib Nurmagomedov,http://www.fightmetric.com/fighter-details/032cc3922d871c7f,22,0,0,"5' 10""",155 lbs.,Lightweight,"64""",Orthodox,"Sep 20, 1988",2.63,40%,1.59,69%,7.09,48%,83%,0.6
1515,Jake O'Brien,http://www.fightmetric.com/fighter-details/20bcc9966affb19c,13,4,0,"6' 3""",205 lbs.,Light Heavyweight,"76""",Orthodox,"Sep 25, 1984",1.31,31%,1.92,69%,6.39,54%,25%,0.2
1516,TJ O'Brien,http://www.fightmetric.com/fighter-details/d25b93992f285953,16,5,0,"6' 2""",155 lbs.,Lightweight,--,Orthodox,"Jan 01, 1987",3.77,46%,4.78,57%,0.94,100%,0%,0.0
1517,Sean O'Connell,http://www.fightmetric.com/fighter-details/cb52f9490c2dc069,15,6,0,"6' 1""",205 lbs.,Light Heavyweight,"74""",Orthodox,"Sep 02, 1983",6.38,49%,5.81,42%,0.00,0%,50%,1.5
1518,Sean O'Haire,http://www.fightmetric.com/fighter-details/46effbd1135423c5,4,2,0,"6' 5""",270 lbs.,Super Heavyweight,--,Orthodox,"Feb 25, 1971",8.28,57%,22.76,21%,0.00,0%,0%,0.0
1519,Chuck O'Neil,http://www.fightmetric.com/fighter-details/56bc9ccb609df534,9,4,0,"6' 2""",170 lbs.,Welterweight,--,,"Sep 22, 1985",3.13,37%,4.40,72%,0.00,0%,0%,0.0
1520,Brendan O'Reilly,http://www.fightmetric.com/fighter-details/494b0bfdbac74502,5,1,1,"5' 7""",155 lbs.,Lightweight,"69""",Orthodox,"Jun 24, 1987",1.00,30%,1.27,52%,0.00,0%,50%,0.0
1521,Takahiro Oba,http://www.fightmetric.com/fighter-details/7139cd2ae4bf6a29,5,7,1,"5' 8""",200 lbs.,Light Heavyweight,--,Southpaw,--,0.23,25%,1.82,69%,0.00,0%,0%,0.0
1522,Nobuhiro Obiya,http://www.fightmetric.com/fighter-details/6e3282d57d2467a0,12,5,1,"5' 8""",145 lbs.,Featherweight,--,Orthodox,"Jan 15, 1981",0.63,28%,2.53,55%,0.50,50%,41%,0.5
1523,Richard Odoms,http://www.fightmetric.com/fighter-details/f43907e75f8d9baa,8,1,0,"6' 5""",265 lbs.,Heavyweight,"82""",Orthodox,"May 08, 1975",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1524,Naoya Ogawa,http://www.fightmetric.com/fighter-details/4b2390cfaceb91d8,7,2,0,"6' 4""",255 lbs.,Heavyweight,--,Orthodox,"Mar 31, 1968",2.41,42%,1.66,47%,1.25,100%,66%,1.2
1525,Andy Ogle,http://www.fightmetric.com/fighter-details/b6c4451cb13c9303,9,5,0,"5' 8""",145 lbs.,Featherweight,"69""",Orthodox,"Feb 16, 1989",2.24,44%,2.15,51%,1.45,26%,58%,0.0
1526,Michiyoshi Ohara,http://www.fightmetric.com/fighter-details/6a8a06b542e1516d,0,2,0,"5' 10""",205 lbs.,Light Heavyweight,--,Orthodox,--,0.28,29%,3.12,48%,0.00,0%,33%,0.0
1527,Koji Oishi,http://www.fightmetric.com/fighter-details/01daf32100ed7517,21,8,8,"5' 8""",170 lbs.,Welterweight,--,Orthodox,"May 31, 1977",1.43,9%,17.86,43%,0.00,0%,0%,0.0
1528,Takayuki Okada,http://www.fightmetric.com/fighter-details/32541eb5d12668b4,3,3,2,"6' 1""",290 lbs.,Super Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1529,Yushin Okami,http://www.fightmetric.com/fighter-details/acff437707625fc7,30,8,0,"6' 2""",185 lbs.,Middleweight,"72""",Southpaw,"Jul 21, 1981",2.23,38%,2.20,62%,1.88,47%,84%,0.5
1530,Kazuki Okubo,http://www.fightmetric.com/fighter-details/33454ad90754cb49,7,9,0,"5' 11""",175 lbs.,Middleweight,--,Orthodox,--,1.53,38%,1.97,46%,0.51,25%,36%,2.0
1531,Masakatsu Okuda,http://www.fightmetric.com/fighter-details/02a65a55f25fb4f3,8,5,0,--,--,,--,,--,0.00,0%,4.27,34%,0.00,0%,0%,4.3
1532,Alexey Oliynyk,http://www.fightmetric.com/fighter-details/98c23cb6da5b3352,50,9,1,"6' 2""",240 lbs.,Heavyweight,"80""",Orthodox,"Jun 20, 1977",4.07,53%,4.42,45%,2.65,25%,100%,2.7
1533,Jorge Oliveira,http://www.fightmetric.com/fighter-details/bec2746f033802c3,5,2,1,"6' 1""",205 lbs.,Light Heavyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1534,Charles Oliveira,http://www.fightmetric.com/fighter-details/07225ba28ae309b6,19,4,0,"5' 10""",145 lbs.,Featherweight,"74""",Orthodox,"Oct 17, 1989",2.98,46%,2.88,55%,2.35,34%,52%,2.9
1535,Rafaello Oliveira,http://www.fightmetric.com/fighter-details/15b1b21cd743d652,15,7,0,"5' 8""",155 lbs.,Lightweight,"71""",Orthodox,"Jan 26, 1982",2.19,33%,3.38,59%,2.49,36%,11%,1.6
1536,Ednaldo Oliveira,http://www.fightmetric.com/fighter-details/acd9513399a8b09b,13,2,1,"6' 5""",205 lbs.,Light Heavyweight,"79""",Orthodox,"Feb 19, 1984",1.03,22%,1.80,52%,0.00,0%,42%,0.0
1537,Wendell Oliveira,http://www.fightmetric.com/fighter-details/32c03df3c9760069,24,8,0,"5' 10""",170 lbs.,Welterweight,"72""",Orthodox,"Jun 01, 1983",6.00,33%,7.50,61%,0.00,0%,0%,0.0
1538,Andy Ologun,http://www.fightmetric.com/fighter-details/e96d8538d3f9d0ed,3,1,0,"6' 0""",154 lbs.,Lightweight,--,Orthodox,"Jun 12, 1983",2.36,57%,0.32,85%,0.68,100%,80%,0.0
1539,Shana Olsen,http://www.fightmetric.com/fighter-details/dfbb95ca0c143988,4,2,0,"5' 7""",145 lbs.,Featherweight,--,,"Dec 17, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1540,Casey Olson,http://www.fightmetric.com/fighter-details/7613773461b276f4,12,3,0,"5' 7""",145 lbs.,Featherweight,--,Orthodox,--,0.00,0%,0.00,100%,0.00,0%,100%,15.3
1541,Alan Omer,http://www.fightmetric.com/fighter-details/f2ad06f1007c481a,18,4,0,"5' 9""",145 lbs.,Featherweight,"71""",Orthodox,"Sep 14, 1988",3.87,57%,2.40,61%,1.00,33%,60%,0.0
1542,Daniel Omielanczuk,http://www.fightmetric.com/fighter-details/470fedbc8563ac47,16,4,1,"6' 0""",247 lbs.,Heavyweight,"74""",Southpaw,"Aug 31, 1982",2.08,67%,3.18,40%,1.06,40%,62%,0.5
1543,Michihiro Omigawa,http://www.fightmetric.com/fighter-details/9f842be1a5337be6,13,13,1,"5' 6""",145 lbs.,Featherweight,"68""",Orthodox,"Dec 19, 1975",2.01,39%,3.06,64%,1.19,36%,49%,1.5
1544,Sam Oropeza,http://www.fightmetric.com/fighter-details/6b8db407d49c6e4b,5,2,0,"6' 2""",170 lbs.,Welterweight,--,,--,7.68,56%,1.44,70%,3.60,33%,100%,0.0
1545,Brian Ortega,http://www.fightmetric.com/fighter-details/def8166ff24bd237,8,0,0,"5' 10""",145 lbs.,Featherweight,"74""",Switch,"Feb 21, 1991",1.82,50%,3.64,45%,9.09,33%,100%,18.2
1546,Tito Ortiz,http://www.fightmetric.com/fighter-details/2f732dd9210d301f,17,11,1,"6' 3""",205 lbs.,Light Heavyweight,"74""",Orthodox,"Jan 23, 1975",2.52,47%,2.82,59%,2.36,35%,54%,0.5
1547,Dustin Ortiz,http://www.fightmetric.com/fighter-details/f53c1f4ceeed8c08,14,4,0,"5' 5""",125 lbs.,Flyweight,"65""",Orthodox,"Dec 25, 1988",2.89,44%,2.95,50%,2.46,32%,48%,0.0
1548,Jorge Ortiz,http://www.fightmetric.com/fighter-details/9c5828c6fd9dc948,16,9,1,"6' 0""",185 lbs.,Middleweight,--,Orthodox,--,3.53,58%,2.80,73%,0.00,0%,0%,0.0
1549,Kenji Osawa,http://www.fightmetric.com/fighter-details/8eb239a52fc4ec14,18,10,2,"5' 7""",135 lbs.,Bantamweight,"66""",Orthodox,"Nov 04, 1976",2.34,35%,2.14,63%,0.91,58%,68%,0.6
1550,Kurt Osiander,http://www.fightmetric.com/fighter-details/f84dfc5a8d178403,4,1,0,--,185 lbs.,Middleweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1551,Nick Osipczak,http://www.fightmetric.com/fighter-details/5b407acfe0ef9b76,5,3,0,"6' 2""",170 lbs.,Welterweight,"76""",Orthodox,"Dec 30, 1984",2.83,50%,3.77,50%,1.20,45%,71%,1.0
1552,Nissen Osterneck,http://www.fightmetric.com/fighter-details/d632d156c0549e07,9,3,0,"6' 2""",185 lbs.,Middleweight,--,Orthodox,"May 01, 1981",3.15,58%,2.90,41%,0.63,12%,42%,1.3
1553,Pedro Otavio,http://www.fightmetric.com/fighter-details/4512e46543b960ad,19,8,0,"6' 3""",245 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1554,Alexander Otsuka,http://www.fightmetric.com/fighter-details/865aa315ea62c511,4,13,0,"6' 1""",205 lbs.,Light Heavyweight,--,Orthodox,"Jul 17, 1971",0.90,55%,1.16,51%,1.51,43%,53%,0.8
1555,Takafumi Otsuka,http://www.fightmetric.com/fighter-details/6b8f28da9a483049,12,9,1,"5' 6""",139 lbs.,Featherweight,--,Orthodox,--,1.29,27%,2.12,67%,1.64,27%,65%,0.0
1556,Artur Oumakhanov,http://www.fightmetric.com/fighter-details/1ef0eae31904e534,9,6,0,"5' 7""",154 lbs.,Lightweight,--,Orthodox,"Feb 27, 1979",1.20,33%,1.67,82%,3.00,75%,33%,0.0
1557,Valentijn Overeem,http://www.fightmetric.com/fighter-details/20e403a1acfef130,29,26,0,"6' 3""",230 lbs.,Heavyweight,--,Orthodox,"Aug 17, 1976",0.93,34%,1.49,58%,1.86,50%,0%,4.7
1558,Alistair Overeem,http://www.fightmetric.com/fighter-details/b4ad3a06ee4d660c,38,14,0,"6' 4""",265 lbs.,Heavyweight,"80""",Orthodox,"May 17, 1980",3.81,59%,1.64,64%,1.82,70%,76%,1.2
1559,Craig Oxley,http://www.fightmetric.com/fighter-details/4bb9d7a32d02a03e,0,3,0,"5' 9""",155 lbs.,Lightweight,--,,"Feb 14, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1560,Shungo Oyama,http://www.fightmetric.com/fighter-details/47b7e4e60813b7b2,10,13,0,"5' 11""",185 lbs.,Middleweight,--,Southpaw,"Apr 11, 1974",0.64,25%,1.96,57%,1.07,57%,62%,0.5
1561,Alptekin Ozkilic,http://www.fightmetric.com/fighter-details/e18a19001a3f7c7d,9,4,0,"5' 5""",125 lbs.,Flyweight,"65""",Orthodox,"Mar 27, 1986",3.90,32%,5.75,59%,4.35,61%,73%,0.0
1562,Raquel Pa'aluhi,http://www.fightmetric.com/fighter-details/373be586f370d400,3,4,0,"5' 7""",135 lbs.,Bantamweight,--,,--,1.71,56%,3.42,46%,0.00,0%,18%,0.0
1563,Nick Pace,http://www.fightmetric.com/fighter-details/8cb76103cd8a1562,6,3,0,"5' 7""",135 lbs.,Bantamweight,"68""",Orthodox,"Apr 17, 1987",1.48,34%,3.14,57%,2.52,43%,54%,0.5
1564,Larissa Pacheco,http://www.fightmetric.com/fighter-details/16b89be2f5c16fba,10,1,0,"5' 7""",135 lbs.,Bantamweight,"69""",Orthodox,"Sep 07, 1994",1.32,46%,4.18,20%,0.00,0%,0%,0.0
1565,Cyrillo Padilha,http://www.fightmetric.com/fighter-details/856c4d2668a875f9,3,3,0,"5' 11""",155 lbs.,Lightweight,--,,"Jan 23, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1566,Gary Padilla,http://www.fightmetric.com/fighter-details/01dd4cdc2446f665,12,6,0,"5' 11""",205 lbs.,Light Heavyweight,--,,"May 04, 1980",2.20,27%,2.00,76%,0.00,0%,50%,0.0
1567,Damacio Page,http://www.fightmetric.com/fighter-details/c96e2ae6021144a1,12,8,0,"5' 6""",135 lbs.,Bantamweight,"66""",Orthodox,"Sep 30, 1982",2.05,38%,2.47,51%,2.63,64%,23%,0.9
1568,Dustin Pague,http://www.fightmetric.com/fighter-details/55f80a8aeffcdb33,11,10,0,"5' 9""",135 lbs.,Bantamweight,"74""",Orthodox,"Aug 05, 1987",1.65,53%,2.96,41%,1.03,44%,55%,2.6
1569,Fredson Paixao,http://www.fightmetric.com/fighter-details/320edfb0332b7073,10,4,0,"5' 6""",145 lbs.,Featherweight,"66""",Orthodox,"May 13, 1979",1.71,54%,2.31,62%,0.62,11%,10%,2.2
1570,Jose Palacios,http://www.fightmetric.com/fighter-details/de20ffb3fc2e7629,3,2,0,"5' 9""",145 lbs.,Featherweight,--,Orthodox,--,2.67,70%,1.00,79%,0.00,0%,50%,1.7
1571,Bart Palaszewski,http://www.fightmetric.com/fighter-details/4304992c2acc187b,35,17,0,"5' 9""",145 lbs.,Featherweight,"70""",Orthodox,"May 30, 1983",2.67,32%,3.97,57%,0.65,31%,53%,0.5
1572,Soa Palelei,http://www.fightmetric.com/fighter-details/60029bcf496bd707,22,4,0,"6' 4""",265 lbs.,Heavyweight,"81""",Orthodox,"Jul 12, 1977",2.40,58%,2.67,48%,2.17,50%,64%,0.0
1573,Tulio Palhares,http://www.fightmetric.com/fighter-details/e8c170a64dc920ac,2,14,0,--,180 lbs.,Middleweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1574,Rousimar Palhares,http://www.fightmetric.com/fighter-details/8ddf9c51c5fdea75,24,5,0,"5' 8""",170 lbs.,Welterweight,"71""",Orthodox,"Feb 26, 1980",1.75,51%,2.04,59%,3.93,45%,0%,4.1
1575,Stephen Palling,http://www.fightmetric.com/fighter-details/ab7c212de9f66af0,11,7,1,"5' 4""",143 lbs.,Featherweight,--,,"Jan 29, 1967",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1576,Eduardo Pamplona,http://www.fightmetric.com/fighter-details/f31c0905045fa100,15,3,0,"5' 11""",170 lbs.,Welterweight,--,,"Feb 20, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1577,Jared Papazian,http://www.fightmetric.com/fighter-details/edad57b3dddf2168,14,9,0,"5' 8""",125 lbs.,Flyweight,"67""",Southpaw,"Feb 01, 1988",3.33,39%,3.81,44%,0.00,0%,50%,0.0
1578,Joe Pardo,http://www.fightmetric.com/fighter-details/74fefd43f073cd2f,4,6,0,"6' 1""",210 lbs.,Heavyweight,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1579,Bryan Pardoe,http://www.fightmetric.com/fighter-details/56116537d71a578c,12,16,0,"6' 1""",205 lbs.,Light Heavyweight,--,Orthodox,--,1.11,36%,4.59,45%,4.75,40%,33%,0.0
1580,Remco Pardoel,http://www.fightmetric.com/fighter-details/749685d24e2cac50,9,6,1,"6' 3""",260 lbs.,Heavyweight,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1581,Ido Pariente,http://www.fightmetric.com/fighter-details/7573d25a078b5732,12,5,0,"5' 8""",155 lbs.,Lightweight,--,Orthodox,--,0.00,0%,2.86,45%,0.00,0%,0%,0.0
1582,Karo Parisyan,http://www.fightmetric.com/fighter-details/349aaa3da11eb587,19,8,0,"5' 10""",170 lbs.,Welterweight,"72""",Orthodox,"Aug 28, 1982",2.49,41%,2.19,58%,5.27,59%,59%,1.0
1583,Won Sik,http://www.fightmetric.com/fighter-details/9df394db5ca103eb,9,3,1,"5' 11""",154 lbs.,Lightweight,--,Orthodox,--,2.60,43%,2.20,47%,0.00,0%,0%,0.0
1584,Norman Parke,http://www.fightmetric.com/fighter-details/14ff46596ad80609,21,2,1,"5' 11""",155 lbs.,Lightweight,"72""",,"Dec 22, 1986",3.81,38%,2.91,63%,2.40,33%,94%,0.0
1585,Tyra Parker,http://www.fightmetric.com/fighter-details/64be3dc99eaa42b6,1,2,0,"5' 5""",115 lbs.,Flyweight,--,Orthodox,--,1.50,22%,9.00,14%,0.00,0%,0%,0.0
1586,Larry Parker,http://www.fightmetric.com/fighter-details/c0231720fe516994,13,6,1,"5' 11""",205 lbs.,Light Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1587,Ryan Parker,http://www.fightmetric.com/fighter-details/6a0b80a24f22e152,0,1,0,"6' 3""",235 lbs.,Heavyweight,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1588,Willie Parks,http://www.fightmetric.com/fighter-details/86ad0ae839331bd7,4,1,0,"5' 10""",185 lbs.,Middleweight,--,,"Nov 04, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1589,Onassis Parungao,http://www.fightmetric.com/fighter-details/96d173b7f92aa520,2,1,0,"5' 11""",200 lbs.,Light Heavyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1590,Jorge Patino,http://www.fightmetric.com/fighter-details/c8cca8f3de5be4b4,25,13,1,"5' 8""",170 lbs.,Welterweight,--,Orthodox,"Aug 05, 1973",1.33,30%,3.14,53%,0.54,25%,50%,0.0
1591,Claude Patrick,http://www.fightmetric.com/fighter-details/56116a79e4deed06,14,2,0,"5' 11""",170 lbs.,Welterweight,"75""",Orthodox,"Jun 14, 1980",1.80,55%,0.89,69%,2.32,53%,84%,1.7
1592,Alan Patrick,http://www.fightmetric.com/fighter-details/cd7763bcadb5d4c8,12,0,0,"5' 11""",155 lbs.,Lightweight,"74""",Southpaw,"Jul 19, 1983",2.96,33%,3.60,56%,2.38,23%,100%,0.0
1593,Russell Patrick,http://www.fightmetric.com/fighter-details/eafedba0617ced81,6,4,0,"5' 9""",145 lbs.,Featherweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1594,Michael Patt,http://www.fightmetric.com/fighter-details/83d0de122f2f9664,12,4,0,"6' 0""",205 lbs.,Light Heavyweight,--,Orthodox,--,1.65,28%,5.53,55%,0.00,0%,0%,0.0
1595,Julio Paulino,http://www.fightmetric.com/fighter-details/60c72f7459827881,17,4,0,"6' 0""",170 lbs.,Welterweight,--,Orthodox,"Dec 04, 1975",0.97,27%,1.87,48%,0.00,0%,37%,0.5
1596,Pawel Pawlak,http://www.fightmetric.com/fighter-details/9310418684bc896f,10,1,0,"6' 3""",170 lbs.,Welterweight,"73""",Orthodox,"Feb 08, 1989",1.40,25%,3.13,53%,0.00,0%,40%,0.0
1597,Estevan Payan,http://www.fightmetric.com/fighter-details/d0a5ef38a7778ac2,14,6,0,"5' 10""",145 lbs.,Featherweight,"72""",Orthodox,"Mar 14, 1982",4.25,42%,3.58,57%,0.36,100%,60%,0.4
1598,Roland Payne,http://www.fightmetric.com/fighter-details/2e04a3b4a2011b97,0,1,0,"5' 9""",205 lbs.,Light Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1599,Ross Pearson,http://www.fightmetric.com/fighter-details/4f732e58ed907eff,18,8,0,"5' 8""",155 lbs.,Lightweight,"69""",Orthodox,"Sep 26, 1984",3.99,41%,3.03,68%,1.00,32%,79%,0.0
1600,Joe Pearson,http://www.fightmetric.com/fighter-details/122806b56775a53a,38,17,1,"5' 10""",145 lbs.,Featherweight,--,Orthodox,"Mar 28, 1978",0.59,18%,3.51,33%,0.00,0%,0%,4.4
1601,Andre Pederneiras,http://www.fightmetric.com/fighter-details/bba678d312590087,1,1,2,"5' 8""",155 lbs.,Lightweight,--,Orthodox,"Mar 22, 1967",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1602,Matt Pedro,http://www.fightmetric.com/fighter-details/f354c50b8d63d9b3,3,1,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1603,Willie Peeters,http://www.fightmetric.com/fighter-details/e7bfdb5e0112891e,9,10,1,"5' 9""",220 lbs.,Heavyweight,--,Orthodox,"Oct 26, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1604,Kurt Pellegrino,http://www.fightmetric.com/fighter-details/aa1952ec0b3dd8e1,16,6,0,"5' 8""",155 lbs.,Lightweight,"70""",Orthodox,"May 07, 1979",2.45,43%,1.94,63%,2.90,54%,69%,0.8
1605,Yan Pellerin,http://www.fightmetric.com/fighter-details/bfe95ec546692b13,9,13,0,"5' 11""",205 lbs.,Light Heavyweight,--,Orthodox,--,0.59,25%,0.89,66%,4.43,100%,0%,0.0
1606,Julianna Pena,http://www.fightmetric.com/fighter-details/3253b16d38ae087d,6,2,0,"5' 6""",135 lbs.,Bantamweight,"74""",,"Aug 19, 1989",6.62,43%,0.80,20%,6.02,100%,0%,0.0
